ACHID	DRUG_ID	CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data	Activity Error (SD)	FitType	EC50 (µM)	IC50 (µM)	Amax	ActArea
ACH-000293	1371	KLE_ENDOMETRIUM	KLE	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"22.7,.23,18.0,-2.5,5.66,2.96,-4.9,-19"	"25.7,16.0,20.5,24.4,10.8,.72,25.0,2.69"	Constant	NA	8	3.890671492	0.264
ACH-000862	1036	KMBC2_URINARY_TRACT	KMBC-2	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.8,-1.0,3.56,.45,.23,2.33,.40,-3.3"	".026,1.86,1.87,3.68,.43,3.80,.52,2.70"	Constant	NA	8	-0.004207737	0.071
ACH-000862	1371	KMBC2_URINARY_TRACT	KMBC-2	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.8,-1.0,3.56,.45,.23,2.33,.40,-3.3"	".026,1.86,1.87,3.68,.43,3.80,.52,2.70"	Constant	NA	8	-0.004207737	0.071
ACH-000889	1036	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	".13,-.85,9.95,37.1,-16,14.4,25.9,-3.6"	"6.16,6.47,7.68,21.3,17.4,8.72,24.2,5.20"	Constant	NA	8	4.530965805	0.2045
ACH-000889	1371	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	".13,-.85,9.95,37.1,-16,14.4,25.9,-3.6"	"6.16,6.47,7.68,21.3,17.4,8.72,24.2,5.20"	Constant	NA	8	4.530965805	0.2045
ACH-000684	1036	KMRC1_KIDNEY	KMRC-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-25,3.93,6.32,12.9,12.7,12.9,4.21,-7.5"	"4.43,7.00,9.17,3.62,5.34,7.70,2.18,1.61"	Constant	NA	8	6.714067936	0.325
ACH-000684	1371	KMRC1_KIDNEY	KMRC-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-25,3.93,6.32,12.9,12.7,12.9,4.21,-7.5"	"4.43,7.00,9.17,3.62,5.34,7.70,2.18,1.61"	Constant	NA	8	6.714067936	0.325
ACH-000709	1036	KMRC2_KIDNEY	KMRC-2	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.21,11.1,-10,-19,14.3,8.49,-7.6,-27"	"10.6,31.4,21.8,16.1,23.7,28.6,17.0,15.7"	Constant	NA	8	-7.133453846	0.636
ACH-000709	1371	KMRC2_KIDNEY	KMRC-2	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.21,11.1,-10,-19,14.3,8.49,-7.6,-27"	"10.6,31.4,21.8,16.1,23.7,28.6,17.0,15.7"	Constant	NA	8	-7.133453846	0.636
ACH-000714	1036	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-11	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-5.5,-.43,3.85,7.64,5.20,7.87,2.44,13.7"	"2.59,5.83,16.0,4.44,6.15,20.4,10.4,1.04"	Constant	NA	8	4.063287258	0.0593
ACH-000714	1371	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-11	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-5.5,-.43,3.85,7.64,5.20,7.87,2.44,13.7"	"2.59,5.83,16.0,4.44,6.15,20.4,10.4,1.04"	Constant	NA	8	4.063287258	0.0593
ACH-000380	1036	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-12-BM	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"12.7,15.8,15.2,-11,4.87,38.0,26.1,-28"	"30.5,10.4,29.2,16.8,17.5,20.9,6.59,43.6"	Linear	NA	8	-28.85858727	0.39
ACH-000380	1371	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-12-BM	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"12.7,15.8,15.2,-11,4.87,38.0,26.1,-28"	"30.5,10.4,29.2,16.8,17.5,20.9,6.59,43.6"	Linear	NA	8	-28.85858727	0.39
ACH-000588	1036	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-26	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.9,-8.6,6.55,4.56,-22,4.91,7.58,-9.0"	"3.49,.36,9.72,2.28,2.00,6.87,8.83,12.7"	Constant	NA	8	-0.258498371	0.465
ACH-000588	1371	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-26	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.9,-8.6,6.55,4.56,-22,4.91,7.58,-9.0"	"3.49,.36,9.72,2.28,2.00,6.87,8.83,12.7"	Constant	NA	8	-0.258498371	0.465
ACH-000541	1036	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-34	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-10.0,-28,-23,21.0,-18,25.0,-.20,-26"	"0,0,0,0,0,0,0,0"	Constant	NA	8	-13.8389864	1.052
ACH-000541	1371	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-34	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-10.0,-28,-23,21.0,-18,25.0,-.20,-26"	"0,0,0,0,0,0,0,0"	Constant	NA	8	-13.8389864	1.052
ACH-000622	1036	KNS42_CENTRAL_NERVOUS_SYSTEM	KNS-42	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.15,-6.8,5.46,-23,4.54,-6.2,8.59,-4.6"	"29.5,14.4,19.3,4.43,13.0,24.1,5.69,6.33"	Constant	NA	8	-2.241060734	0.406
ACH-000622	1371	KNS42_CENTRAL_NERVOUS_SYSTEM	KNS-42	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.15,-6.8,5.46,-23,4.54,-6.2,8.59,-4.6"	"29.5,14.4,19.3,4.43,13.0,24.1,5.69,6.33"	Constant	NA	8	-2.241060734	0.406
ACH-000445	1036	KNS60_CENTRAL_NERVOUS_SYSTEM	KNS-60	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-13,-2.4,5.06,-6.3,5.87,7.22,23.6,26.6"	"8.58,1.62,7.72,13.7,12.3,16.8,15.4,2.86"	Linear	NA	8	-13.39118385	0.217
ACH-000445	1371	KNS60_CENTRAL_NERVOUS_SYSTEM	KNS-60	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-13,-2.4,5.06,-6.3,5.87,7.22,23.6,26.6"	"8.58,1.62,7.72,13.7,12.3,16.8,15.4,2.86"	Linear	NA	8	-13.39118385	0.217
ACH-000858	1036	KNS62_LUNG	KNS-62	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.2,-27,5.77,25.7,5.70,5.69,-12,-4.8"	"2.98,24.2,24.1,18.0,11.8,5.38,1.18,4.95"	Constant	NA	8	0.294472307	0.438
ACH-000858	1371	KNS62_LUNG	KNS-62	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.2,-27,5.77,25.7,5.70,5.69,-12,-4.8"	"2.98,24.2,24.1,18.0,11.8,5.38,1.18,4.95"	Constant	NA	8	0.294472307	0.438
ACH-000479	1036	KNS81_CENTRAL_NERVOUS_SYSTEM	KNS-81	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.5,5.36,1.82,12.6,-4.8,-5.4,8.47,11.3"	"1.13,11.2,25.5,42.3,7.95,15.9,.44,10.2"	Constant	NA	8	2.454200506	0.187
ACH-000479	1371	KNS81_CENTRAL_NERVOUS_SYSTEM	KNS-81	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.5,5.36,1.82,12.6,-4.8,-5.4,8.47,11.3"	"1.13,11.2,25.5,42.3,7.95,15.9,.44,10.2"	Constant	NA	8	2.454200506	0.187
ACH-000498	1036	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-14,-.27,20.5,30.7,50.1,111,49.6,-17"	"2.86,14.6,15.2,5.67,27.8,6.59,2.12,4.52"	Linear	NA	8	-19.63159752	0.3127
ACH-000498	1371	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-14,-.27,20.5,30.7,50.1,111,49.6,-17"	"2.86,14.6,15.2,5.67,27.8,6.59,2.12,4.52"	Linear	NA	8	-19.63159752	0.3127
ACH-001107	1036	KP1N_PANCREAS	KP-1N	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,9.71,-13,7.79,-2.0,1.98,-8.0,-21"	"2.82,3.57,6.56,11.1,2.83,7.38,2.16,2.80"	Constant	NA	8	-5.216002941	0.62
ACH-001107	1371	KP1N_PANCREAS	KP-1N	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,9.71,-13,7.79,-2.0,1.98,-8.0,-21"	"2.82,3.57,6.56,11.1,2.83,7.38,2.16,2.80"	Constant	NA	8	-5.216002941	0.62
ACH-001108	1036	KP1NL_PANCREAS	KP-1NL	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	".21,-7.7,-.25,-.47,4.80,.093,-6.7,-21"	"8.39,2.53,1.45,.22,2.78,7.08,5.00,2.52"	Sigmoid	3.066071272	8	-20.9352684	0.3612
ACH-001108	1371	KP1NL_PANCREAS	KP-1NL	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	".21,-7.7,-.25,-.47,4.80,.093,-6.7,-21"	"8.39,2.53,1.45,.22,2.78,7.08,5.00,2.52"	Sigmoid	3.066071272	8	-20.9352684	0.3612
ACH-000108	1036	KP3_PANCREAS	KP-3	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.59,.093,2.68,-.91,3.93,3.85,-12,-54"	"5.78,4.04,2.54,2.64,10.7,1.08,1.81,22.0"	Sigmoid	2.992629766	8	-43.08455658	0.6691
ACH-000108	1371	KP3_PANCREAS	KP-3	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.59,.093,2.68,-.91,3.93,3.85,-12,-54"	"5.78,4.04,2.54,2.64,10.7,1.08,1.81,22.0"	Sigmoid	2.992629766	8	-43.08455658	0.6691
ACH-000265	1036	KP4_PANCREAS	KP4	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.4,-16,-4.5,.72,1.17,11.6,7.16,-7.5"	".53,1.61,6.49,4.09,17.2,6.11,12.8,1.54"	Constant	NA	8	-4.014017105	0.344
ACH-000265	1371	KP4_PANCREAS	KP4	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.4,-16,-4.5,.72,1.17,11.6,7.16,-7.5"	".53,1.61,6.49,4.09,17.2,6.11,12.8,1.54"	Constant	NA	8	-4.014017105	0.344
ACH-000446	1036	KPNSI9S_AUTONOMIC_GANGLIA	KP-N-SI9s	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.5,.95,-18,-.22,2.45,-2.1,-10,-39"	"1.78,4.37,.0073,6.56,13.7,9.05,6.68,5.22"	Sigmoid	3.489583969	8	-38.81241608	0.7882
ACH-000446	1371	KPNSI9S_AUTONOMIC_GANGLIA	KP-N-SI9s	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.5,.95,-18,-.22,2.45,-2.1,-10,-39"	"1.78,4.37,.0073,6.56,13.7,9.05,6.68,5.22"	Sigmoid	3.489583969	8	-38.81241608	0.7882
ACH-000074	1036	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.00,-15,9.28,2.98,15.1,.36,11.8,12.6"	"6.25,5.79,22.7,2.47,26.3,3.13,14.7,18.8"	Constant	NA	8	1.662617087	0.15
ACH-000074	1371	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.00,-15,9.28,2.98,15.1,.36,11.8,12.6"	"6.25,5.79,22.7,2.47,26.3,3.13,14.7,18.8"	Constant	NA	8	1.662617087	0.15
ACH-000524	1036	KURAMOCHI_OVARY	KURAMOCHI	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,9.84,-24,22.3,2.95,22.8,17.9,2.91"	"25.5,1.11,2.02,3.68,11.1,6.37,23.3,11.1"	Constant	NA	8	9.691427231	0.36
ACH-000524	1371	KURAMOCHI_OVARY	KURAMOCHI	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,9.84,-24,22.3,2.95,22.8,17.9,2.91"	"25.5,1.11,2.02,3.68,11.1,6.37,23.3,11.1"	Constant	NA	8	9.691427231	0.36
ACH-000607	1036	KYM1_SOFT_TISSUE	KYM-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.2,6.10,-4.7,2.10,23.4,-4.7,-4.9,-19"	"4.63,12.2,.10,16.9,17.3,7.60,29.9,11.6"	Constant	NA	8	-4.362408161	0.405
ACH-000607	1371	KYM1_SOFT_TISSUE	KYM-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.2,6.10,-4.7,2.10,23.4,-4.7,-4.9,-19"	"4.63,12.2,.10,16.9,17.3,7.60,29.9,11.6"	Constant	NA	8	-4.362408161	0.405
ACH-000823	1036	KYSE140_OESOPHAGUS	KYSE-140	PLX4720	RAF	".025,.080,.25,.80,2.53,8"	"-5.5,.37,-2.1,-16,-22,-57"	"4.39,14.8,24.2,6.14,.68,5.12"	Sigmoid	8.634032347	6.805239201	-56.32682037	1.026
ACH-000823	1371	KYSE140_OESOPHAGUS	KYSE-140	PLX4720	RAF	".025,.080,.25,.80,2.53,8"	"-5.5,.37,-2.1,-16,-22,-57"	"4.39,14.8,24.2,6.14,.68,5.12"	Sigmoid	8.634032347	6.805239201	-56.32682037	1.026
ACH-000855	1036	KYSE150_OESOPHAGUS	KYSE-150	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	".97,-6.1,-6.0,12.0,6.94,10.9,-5.1,-14"	"7.71,3.59,19.7,3.57,7.26,13.2,12.5,.27"	Constant	NA	8	2.106756687	0.312
ACH-000855	1371	KYSE150_OESOPHAGUS	KYSE-150	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	".97,-6.1,-6.0,12.0,6.94,10.9,-5.1,-14"	"7.71,3.59,19.7,3.57,7.26,13.2,12.5,.27"	Constant	NA	8	2.106756687	0.312
ACH-000693	1036	KYSE180_OESOPHAGUS	KYSE-180	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-31,-24,-9.8,-5.0,-1.4,-15,-13,-37"	"4.87,1.51,19.1,1.63,18.1,14.4,16.5,3.56"	Sigmoid	8.309860853	8	-37.45914459	1.362
ACH-000693	1371	KYSE180_OESOPHAGUS	KYSE-180	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-31,-24,-9.8,-5.0,-1.4,-15,-13,-37"	"4.87,1.51,19.1,1.63,18.1,14.4,16.5,3.56"	Sigmoid	8.309860853	8	-37.45914459	1.362
ACH-000777	1036	KYSE30_OESOPHAGUS	KYSE-30	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.1,-2.3,-4.7,-6.4,2.08,-.028,-11,-36"	"1.54,.090,1.23,5.16,1.80,.17,7.80,5.14"	Sigmoid	3.180639505	8	-35.75482941	0.63528
ACH-000777	1371	KYSE30_OESOPHAGUS	KYSE-30	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.1,-2.3,-4.7,-6.4,2.08,-.028,-11,-36"	"1.54,.090,1.23,5.16,1.80,.17,7.80,5.14"	Sigmoid	3.180639505	8	-35.75482941	0.63528
ACH-000809	1036	KYSE410_OESOPHAGUS	KYSE-410	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.8,-3.0,-2.8,4.12,4.09,13.3,1.47,.068"	"12.7,6.37,1.44,2.89,8.70,6.98,8.34,3.82"	Constant	NA	8	0.211983472	0.146
ACH-000809	1371	KYSE410_OESOPHAGUS	KYSE-410	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.8,-3.0,-2.8,4.12,4.09,13.3,1.47,.068"	"12.7,6.37,1.44,2.89,8.70,6.98,8.34,3.82"	Constant	NA	8	0.211983472	0.146
ACH-000865	1036	KYSE450_OESOPHAGUS	KYSE-450	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-20,-24,1.25,-4.2,14.7,6.01,5.42,.89"	"13.9,11.1,9.23,1.21,16.7,9.98,2.79,10.1"	Linear	NA	8	-21.94228935	0.482
ACH-000865	1371	KYSE450_OESOPHAGUS	KYSE-450	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-20,-24,1.25,-4.2,14.7,6.01,5.42,.89"	"13.9,11.1,9.23,1.21,16.7,9.98,2.79,10.1"	Linear	NA	8	-21.94228935	0.482
ACH-000824	1036	KYSE510_OESOPHAGUS	KYSE-510	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.01,-3.4,-.13,9.98,-1.5,2.14,-7.9,-22"	"9.34,7.97,.017,21.0,3.92,5.09,5.99,8.19"	Sigmoid	2.873656511	8	-21.77025414	0.3493
ACH-000824	1371	KYSE510_OESOPHAGUS	KYSE-510	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.01,-3.4,-.13,9.98,-1.5,2.14,-7.9,-22"	"9.34,7.97,.017,21.0,3.92,5.09,5.99,8.19"	Sigmoid	2.873656511	8	-21.77025414	0.3493
ACH-000637	1036	KYSE520_OESOPHAGUS	KYSE-520	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.5,-.084,-5.9,4.73,1.54,13.2,4.25,-15"	"6.11,11.8,4.45,.51,4.84,1.97,2.02,15.1"	Linear	NA	8	-15.71466255	0.22484
ACH-000637	1371	KYSE520_OESOPHAGUS	KYSE-520	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.5,-.084,-5.9,4.73,1.54,13.2,4.25,-15"	"6.11,11.8,4.45,.51,4.84,1.97,2.02,15.1"	Linear	NA	8	-15.71466255	0.22484
ACH-000784	1036	KYSE70_OESOPHAGUS	KYSE-70	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.9,-7.8,-20,-21,6.55,4.18,-15,-28"	"16.4,16.5,2.16,15.9,11.2,5.20,5.61,2.23"	Constant	NA	8	-14.64668274	0.997
ACH-000784	1371	KYSE70_OESOPHAGUS	KYSE-70	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.9,-7.8,-20,-21,6.55,4.18,-15,-28"	"16.4,16.5,2.16,15.9,11.2,5.20,5.61,2.23"	Constant	NA	8	-14.64668274	0.997
ACH-000685	1036	L33_PANCREAS	L3.3	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-16,-8.0,-5.8,-1.9,.74,10.4,1.52,-20"	"2.68,9.66,3.53,3.60,6.92,16.7,4.17,11.4"	Constant	NA	8	-5.799747944	0.517
ACH-000685	1371	L33_PANCREAS	L3.3	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-16,-8.0,-5.8,-1.9,.74,10.4,1.52,-20"	"2.68,9.66,3.53,3.60,6.92,16.7,4.17,11.4"	Constant	NA	8	-5.799747944	0.517
ACH-000183	1036	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-363	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"22.0,-2.5,-22,10.3,-12,3.84,1.88,-35"	"6.35,8.97,19.7,5.23,10.0,8.52,4.78,87.9"	Constant	NA	8	1.09199059	0.715
ACH-000183	1371	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-363	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"22.0,-2.5,-22,10.3,-12,3.84,1.88,-35"	"6.35,8.97,19.7,5.23,10.0,8.52,4.78,87.9"	Constant	NA	8	1.09199059	0.715
ACH-000754	1036	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-428	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.8,3.61,11.7,3.81,-4.4,6.69,-7.5,-41"	".81,14.6,5.64,10.5,13.0,5.11,10.4,1.54"	Sigmoid	3.235692739	8	-40.82012558	0.607
ACH-000754	1371	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-428	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.8,3.61,11.7,3.81,-4.4,6.69,-7.5,-41"	".81,14.6,5.64,10.5,13.0,5.11,10.4,1.54"	Sigmoid	3.235692739	8	-40.82012558	0.607
ACH-001113	1036	LC1SQSF_LUNG	LC-1/sq-SF	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.8,-4.3,.93,18.3,9.12,12.2,-18,-.59"	"1.42,2.61,8.01,6.75,19.9,21.6,6.01,15.9"	Constant	NA	8	-2.35236001	0.2469
ACH-001113	1371	LC1SQSF_LUNG	LC-1/sq-SF	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.8,-4.3,.93,18.3,9.12,12.2,-18,-.59"	"1.42,2.61,8.01,6.75,19.9,21.6,6.01,15.9"	Constant	NA	8	-2.35236001	0.2469
ACH-000627	1036	LCLC103H_LUNG	LCLC-103H	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.66,7.82,1.79,5.42,11.6,6.09,6.52,-14"	"1.06,15.6,13.2,9.80,11.4,4.20,6.82,3.01"	Constant	NA	8	3.332103252	0.14
ACH-000627	1371	LCLC103H_LUNG	LCLC-103H	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.66,7.82,1.79,5.42,11.6,6.09,6.52,-14"	"1.06,15.6,13.2,9.80,11.4,4.20,6.82,3.01"	Constant	NA	8	3.332103252	0.14
ACH-000595	1036	LN229_CENTRAL_NERVOUS_SYSTEM	LN-229	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.3,-.43,-12,.35,11.1,-1.8,4.01,-12"	"1.50,4.43,10.3,5.85,19.4,4.27,6.94,11.2"	Constant	NA	8	-2.550527811	0.2853
ACH-000595	1371	LN229_CENTRAL_NERVOUS_SYSTEM	LN-229	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.3,-.43,-12,.35,11.1,-1.8,4.01,-12"	"1.50,4.43,10.3,5.85,19.4,4.27,6.94,11.2"	Constant	NA	8	-2.550527811	0.2853
ACH-000176	1036	LOUNH91_LUNG	LOU-NH91	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.3,-27,-5.8,-12,12.4,-16,-15,-28"	"18.4,40.2,5.67,7.99,1.61,10.8,19.1,18.3"	Constant	NA	8	-9.039954185	1.071
ACH-000176	1371	LOUNH91_LUNG	LOU-NH91	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.3,-27,-5.8,-12,12.4,-16,-15,-28"	"18.4,40.2,5.67,7.99,1.61,10.8,19.1,18.3"	Constant	NA	8	-9.039954185	1.071
ACH-000750	1036	LOXIMVI_SKIN	LOX IMVI	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.3,-.94,-5.6,-5.8,-6.1,-11,-33,-37"	".19,1.13,6.27,8.83,3.20,.87,2.56,7.27"	Sigmoid	1.317177534	8	-37.29179001	1.0574
ACH-000750	1371	LOXIMVI_SKIN	LOX IMVI	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.3,-.94,-5.6,-5.8,-6.1,-11,-33,-37"	".19,1.13,6.27,8.83,3.20,.87,2.56,7.27"	Sigmoid	1.317177534	8	-37.29179001	1.0574
ACH-000204	1036	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"73.8,30.2,66.0,-9.8,34.0,-4.9,86.7,27.8"	"4.76,44.4,26.1,47.7,5.95,27.2,48.6,39.1"	Constant	NA	8	43.31185913	0.147
ACH-000204	1371	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP-1	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"73.8,30.2,66.0,-9.8,34.0,-4.9,86.7,27.8"	"4.76,44.4,26.1,47.7,5.95,27.2,48.6,39.1"	Constant	NA	8	43.31185913	0.147
ACH-000501	1036	LS123_LARGE_INTESTINE	LS123	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.2,-16,-8.7,-7.2,-.23,3.70,4.53,-6.9"	"1.12,12.0,5.67,6.86,14.9,46.9,1.46,3.77"	Constant	NA	8	-4.65901804	0.4123
ACH-000501	1371	LS123_LARGE_INTESTINE	LS123	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.2,-16,-8.7,-7.2,-.23,3.70,4.53,-6.9"	"1.12,12.0,5.67,6.86,14.9,46.9,1.46,3.77"	Constant	NA	8	-4.65901804	0.4123
ACH-000985	1036	LS411N_LARGE_INTESTINE	LS411N	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-10.0,-13,2.33,23.1,-25,-40,-68,-69"	"4.70,13.0,25.9,10.6,24.4,10.5,2.00,1.25"	Sigmoid	0.798008144	0.925284624	-68.75892639	2.25
ACH-000985	1371	LS411N_LARGE_INTESTINE	LS411N	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-10.0,-13,2.33,23.1,-25,-40,-68,-69"	"4.70,13.0,25.9,10.6,24.4,10.5,2.00,1.25"	Sigmoid	0.798008144	0.925284624	-68.75892639	2.25
ACH-000007	1036	LS513_LARGE_INTESTINE	LS513	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"25.9,-24,20.1,30.2,55.6,8.88,29.8,5.10"	"34.7,38.8,3.40,39.6,64.2,41.2,15.1,48.7"	Constant	NA	8	18.8094635	0.24
ACH-000007	1371	LS513_LARGE_INTESTINE	LS513	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"25.9,-24,20.1,30.2,55.6,8.88,29.8,5.10"	"34.7,38.8,3.40,39.6,64.2,41.2,15.1,48.7"	Constant	NA	8	18.8094635	0.24
ACH-000444	1036	LU99_LUNG	LU99	PLX4720	RAF	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.2,17.4,.13,18.0,-6.7,15.7,-31,-51"	"3.91,2.31,4.87,3.52,4.87,6.48,5.73,8.62"	Sigmoid	2.227716208	4.744394779	-51.20467377	0.919
